231,o,old,1
191,o,old,0
121,o,old,1
238,o,old,1
140,o,old,1
408,o,old,1
459,o,new,NA
486,o,new,NA
155,o,old,1
189,o,old,1
398,o,new,NA
128,o,old,1
200,o,old,1
169,o,new,NA
451,o,old,0
496,o,old,1
127,o,old,0
248,o,old,0
463,o,old,1
156,o,old,0
314,o,old,1
286,o,old,0
133,o,new,NA
354,o,old,0
196,o,old,1
58,o,old,1
374,o,old,0
452,o,old,0
257,o,old,0
87,o,old,0
293,o,old,1
509,o,new,NA
420,o,old,0
290,o,old,1
303,o,old,0
35,o,old,0
154,o,new,NA
108,o,old,0
264,o,old,0
307,o,old,1
161,o,old,1
150,o,old,1
337,o,old,0
417,o,old,1
207,o,old,0
498,o,old,1
481,o,old,1
246,o,old,1
79,o,new,NA
350,o,old,0
381,o,old,1
474,o,old,0
99,o,new,NA
76,o,new,NA
403,o,old,1
369,o,old,0
291,o,old,0
500,o,old,1
454,o,old,1
356,o,old,0
179,o,old,0
358,o,new,NA
493,o,old,1
29,o,new,NA
491,o,old,0
146,o,old,0
469,o,new,NA
171,o,old,1
341,o,old,0
435,o,new,NA
371,o,new,NA
513,o,old,1
450,o,new,NA
396,o,old,1
164,o,old,0
285,o,old,0
86,o,new,NA
103,o,old,0
352,o,old,1
46,o,new,NA
502,o,old,0
328,o,old,0
340,o,old,0
258,o,old,1
370,o,old,1
376,o,old,0
428,o,old,1
351,o,old,1
362,o,old,1
312,o,new,NA
175,o,old,1
373,o,old,1
12,o,old,0
437,o,old,1
182,o,old,0
138,o,old,1
402,o,old,1
71,o,old,0
479,o,old,1
190,o,old,0
214,o,new,NA
380,o,old,1
39,o,new,NA
342,o,old,1
117,o,old,1
477,o,new,NA
259,o,old,0
295,o,new,NA
289,o,old,0
279,o,old,1
278,o,new,NA
478,o,old,0
105,o,new,NA
444,o,old,0
275,o,old,0
51,o,old,0
